Place_Id,Place_Name,Description,Category,City,Price,Rating,Time_Minutes,Coordinate,Lat,Long,Image_URL
91,Hutan Kota Kemayoran,"Hutan Kota Kemayoran adalah ruang terbuka hijau di Jakarta dengan luas 22,3 hektar. Tempat ini menawarkan konsep ""Three Wonderful Journeys"", yang mencakup konservasi, rekreasi, dan edukasi. Pengunjung dapat menikmati berbagai fasilitas seperti jogging track, bicycle track, amphitheater, floating stage, penangkaran burung, penangkaran kupu-kupu, dan konservasi mangrove.",Taman Hiburan,Jakarta,0,4.5,,"{'lat': -6.131802626639258, 'lng': 106.84742743108119}",-6.131802627,106.8474274,https://www.setneg-ppkk.co.id/ppkk-website/images/resource/hutan-kota2.jpg
92,Jakarta International Equestrian Park,"Jakarta International Equestrian Park adalah arena olahraga berkuda berstandar internasional yang terletak di Pulomas, Jakarta Timur. Tempat ini memiliki luas 35 hektar dan dilengkapi dengan berbagai fasilitas, termasuk paviliun utama berlantai empat dengan kapasitas 1.500 penonton, 156 kandang kuda, rumah sakit hewan, serta area pelatihan.",Taman Hiburan,Jakarta,0,4.6,,"{'lat': -6.17844162815561, 'lng': 106.888752012641}",-6.178441628,106.888752,https://lh3.googleusercontent.com/p/AF1QipPEI14-POgzCN8L2pUev6m_p8vo6pqQmYcycm07=w408-h272-k-no
93,Taman Langsat,"Taman Langsat adalah taman kota yang terletak di Kebayoran Baru, Jakarta Selatan, tepat di belakang Pasar Burung Barito. Dengan luas 3,6 hektar, taman ini awalnya berfungsi sebagai tempat penampungan bibit tanaman, tetapi kini telah dikembangkan menjadi ruang terbuka hijau untuk rekreasi dan edukasi.",Taman Hiburan,Jakarta,0,4.5,,"{'lat': -6.243825989891429, 'lng': 106.79404722168005}",-6.24382599,106.7940472,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npuCEEUEM2eeyvQaCuKVMqxH99_ySyXDuodQ9XaW25qlkWRwG_YmFfecPazg6lJXp6DFctxbrZ-cmq96SuCkQ4IRsYPJ30GbH2mOVtscJqZakIUqm0q1wNAPFFzJqfQPyOxO7-RgQ=w426-h240-k-no
94,Taman Literasi Martha Christina Tiahahu,"Taman Literasi Martha Christina Tiahahu adalah ruang publik di Blok M, Jakarta Selatan, yang didedikasikan untuk meningkatkan minat baca dan literasi masyarakat. Taman ini awalnya dibangun pada tahun 1955, kemudian direvitalisasi dan diresmikan kembali pada 18 September 2022.",Taman Hiburan,Jakarta,0,4.6,,"{'lat': -6.243123673531486, 'lng': 106.79931605992373}",-6.243123674,106.7993161,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRv4_azQwDx8sJYtddhWQ9jNdccG4QiBCVzAQ&s
95,Jakarta International Stadium,"Jakarta International Stadium (JIS) adalah stadion sepak bola berstandar internasional yang terletak di Tanjung Priok, Jakarta Utara. Stadion ini memiliki kapasitas 82.000 penonton, menjadikannya stadion terbesar di Indonesia dan stadion sepak bola khusus terbesar di Asia.",Taman Hiburan,Jakarta,0,4.7,,"{'lat': -6.124105207284865, 'lng': 106.84561668849209}",-6.124105207,106.8456167,https://cdn.antaranews.com/cache/1200x800/2023/08/11/4.jpg
96,Jakarta Golf Club,"Jakarta Golf Club adalah klub golf tertua di Indonesia, didirikan pada 1872 dengan nama Batavia Golf Club sebelum akhirnya pindah ke Rawamangun, Jakarta Timur pada 1934 dan berganti nama menjadi Jakarta Golf Club pada 1950. Klub ini memiliki luas 36 hektar dengan 18 hole dan menawarkan pengalaman bermain golf yang menantang dengan berbagai rintangan seperti bunker dan pepohonan besar.",Taman Hiburan,Jakarta,150000,4.4,,"{'lat': -6.197280337182259, 'lng': 106.87523383202023}",-6.197280337,106.8752338,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrvK1JHXseW3fhWrE5K5tIbFpEsL55Weon5cp276RbUsSZoGwVYC0z_q0HFKbxqkDOWoxzPicQvPMYIp_yf24WVJ-8FnLmiSEy441y5cLVueu9mwfFR1scuthkK5y5UlCmn532c=w408-h306-k-no
97,Aloha Pasir Putih,"Aloha Pasir Putih adalah destinasi wisata pantai yang terletak di PIK 2, Kabupaten Tangerang. Tempat ini menawarkan suasana tropis ala Bali dan Hawaii, dengan hamparan pasir putih yang luas dan berbagai spot foto yang instagramable.",Taman Hiburan,Jakarta,0,4.5,,"{'lat': -6.071639658185585, 'lng': 106.71561519523853}",-6.071639658,106.7156152,https://imgx.parapuan.co/crop/19x216:1079x1003/x/photo/2023/04/29/aktivitas-seru-di-aloha-yang-jad-20230429021952.jpg
98,Bird Watching Tower TWA Angke Kapuk,"Bird Watching Tower TWA Angke Kapuk adalah area pengamatan burung yang terletak di Jakarta Utara. Tempat ini berada dalam kawasan Taman Wisata Alam Angke Kapuk, yang dikenal sebagai habitat mangrove dengan keanekaragaman hayati tinggi.",Taman Hiburan,Jakarta,30000,4.5,,"{'lat': -6.103602661401176, 'lng': 106.73361409270672}",-6.103602661,106.7336141,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no3yQ_sECjtzS7w3V3fe8VzCMomQE8pAcgJnyoElvl7Yh3j-ha3OBmWJBEEf0UAMFpcur_OLgmVL6Isio3El3MpWNZEq0_hZBCl2O_rTKCh19SXmBvMdm2aGoRr_EOgS9EwIV5N=w408-h544-k-no
99,Como Park ,"Como Park adalah tempat rekreasi unik di Kemang, Jakarta Selatan, yang dikenal sebagai surga bagi pecinta anjing. Area ini memiliki halaman luas dengan rumput asli, memungkinkan anjing peliharaan bermain bebas tanpa tali. Selain sebagai tempat sosialisasi bagi anjing dan pemiliknya, Como Park juga memiliki berbagai restoran dan kafe yang menyajikan makanan lezat, mulai dari pizza ala Manhattan hingga kopi spesial2.",Taman Hiburan,Jakarta,0,4.6,,"{'lat': -6.2701363365098945, 'lng': 106.82526639405319}",-6.270136337,106.8252664,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRspQ0qwdMdCUayhByy5SEHz0XhkGBUQojDA&s
100,Summarecon Kelapa Gading ,"Summarecon Mall Kelapa Gading (MKG) adalah pusat perbelanjaan besar yang terletak di Kelapa Gading, Jakarta Utara. Dibuka pada 24 Maret 1990, mall ini berkembang menjadi salah satu destinasi belanja dan hiburan terbesar di Jakarta dengan luas 150.000 m² dan lebih dari 600 tenant.",Pusat Perbelanjaan,Jakarta,0,4.6,,"{'lat': -6.155342206242829, 'lng': 106.91662896349656}",-6.155342206,106.916629,https://cnc-magazine.oramiland.com/parenting/images/mall-kelapa-gading.width-800.format-webp.webp
101,Arion Mall,"Arion Mall adalah pusat perbelanjaan yang terletak di Rawamangun, Jakarta Timur. Mall ini telah berdiri sejak tahun 1990 dan memiliki arsitektur modern dengan lokasi strategis di dekat Terminal Rawamangun, Stadion GOR Rawamangun, serta Universitas Negeri Jakarta. Dengan luas lantai sekitar 18.538 m² dan terdiri dari lima lantai, Arion Mall menawarkan berbagai fasilitas seperti eskalator, lift, AC sentral, serta area parkir yang luas1. Mall ini menjadi salah satu pusat perbelanjaan favorit di kawasan Jakarta Timur, menghadirkan berbagai tenant ternama dan tempat hiburan.",Pusat Perbelanjaan,Jakarta,0,4.4,,"{'lat': -6.19325222781731, 'lng': 106.89027035832773}",-6.193252228,106.8902704,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVwX3L63eyTRmTWncrTEOdw5h40PL43jMIeg&s
102,Mall Cipinang Indah,"Arion Mall adalah pusat perbelanjaan yang terletak di Rawamangun, Jakarta Timur. Mall ini telah berdiri sejak tahun 1990 dan memiliki arsitektur modern dengan lokasi strategis di dekat Terminal Rawamangun, Stadion GOR Rawamangun, serta Universitas Negeri Jakarta. Dengan luas lantai sekitar 18.538 m² dan terdiri dari lima lantai, Arion Mall menawarkan berbagai fasilitas seperti eskalator, lift, AC sentral, serta area parkir yang luas1. Mall ini menjadi salah satu pusat perbelanjaan favorit di kawasan Jakarta Timur, menghadirkan berbagai tenant ternama dan tempat hiburan.",Pusat Perbelanjaan,Jakarta,0,4.4,,"{'lat': -6.238553937641663, 'lng': 106.8944338657604}",-6.238553938,106.8944339,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no2kg1iFNsROQz5rGb-W_CLdN1Zfy1ElnE67LyAtJar_Wl08VIDwfy7vJI7e6Ne7oj4FgWPlgrNVPwt-Hx13bGXa3ZEGKtpkuZyqIeu1KFDBAfKPtFtkGqzWlCtZ004RnE8rLIK9w=w426-h240-k-no
103,Buaran Plaza,"Buaran Plaza adalah pusat perbelanjaan yang terletak di Buaran Square, Jakarta Timur. Mall ini berada di Jalan Radin Inten II, berdekatan dengan Buaran Theater (Buaran 21). Buaran Plaza dikembangkan oleh Agung Sedayu Group dan menawarkan berbagai tenant ternama seperti Transmart Carrefour, Fun World, Watsons, J.CO Donuts, KFC, Pizza Hut, HokBen, CGV Cinema, serta berbagai restoran dan tempat hiburan lainnya2. Mall ini menjadi salah satu destinasi belanja dan rekreasi favorit di kawasan Jakarta Timur.",Pusat Perbelanjaan,Jakarta,0,4.3,,"{'lat': -6.217408296938557, 'lng': 106.92432078110254}",-6.217408297,106.9243208,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRU7SQFfkXhz-KzttRtYNAZ2QJ4jcwORkUdYA&s
104,Pondok Kelapa Town Square,"Pondok Kelapa Town Square, atau biasa disebut POKETS, adalah pusat perbelanjaan yang terletak di Jl. Pondok Kelapa Raya No. 16, Kecamatan Duren Sawit, Jakarta Timur. Mall ini dikembangkan oleh PD Sarana Jaya, sebuah Badan Usaha Milik Daerah (BUMD) milik Pemerintah Provinsi DKI Jakarta. Dengan luas lantai sekitar 4.266 m² dan terdiri dari empat lantai, POKETS menawarkan berbagai tenant seperti Cinepolis, J.Co, BreadTalk, Es Teler 77, dan SuperIndo. Mall ini memiliki area parkir yang cukup luas dan fasilitas lift untuk kenyamanan pengunjung. Berlokasi di kawasan perumahan, Pondok Kelapa Town Square menjadi salah satu destinasi belanja dan hiburan bagi masyarakat sekitar.",Pusat Perbelanjaan,Jakarta,0,4.3,,"{'lat': -6.239454966546825, 'lng': 106.93468742714553}",-6.239454967,106.9346874,https://www.sarana-jaya.co.id/lib/images/item/mall-pondok-kelapa.jpg
105,Masjid Raya Baitussalam,"Masjid Raya Baitussalam adalah salah satu masjid besar di Jakarta Timur yang berlokasi di Perumahan Billy Moon, Jl. Kelapa Hijau II No.1, RT.1/RW.10, Pondok Kelapa, Kecamatan Duren Sawit2. Masjid ini telah berdiri sejak tahun 1982 dan memiliki luas tanah sekitar 2.419 m², dengan luas bangunan mencapai 5.337 m². Masjid Raya Baitussalam dikelola oleh Yayasan Wakaf Baitussalam Billymoon dan sering digunakan untuk berbagai kegiatan keagamaan, termasuk salat berjamaah, kajian Islam, tadarus Al-Qur'an, serta acara buka puasa bersama. Selain sebagai tempat ibadah, masjid ini juga memiliki ruang serba guna yang dapat digunakan untuk acara spesial seperti resepsi pernikahan4.",Tempat Ibadah,Jakarta,0,4.7,,"{'lat': -6.245299508518296, 'lng': 106.93176918359936}",6.245299509,106.9317692,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqlBiYfkke0dwlI-WS-H8Cove_NlgJ2dWaKgGK-7htJ8b_fOee5LZTgAXRhj94YfRxoR2r0jgfgEpA70DYQ3RYnlR_MA0_5YDtNYGVgcME4d5-FT53evdxE1A6MX0JAIAki4myL=w408-h408-k-no
106,Gereja Katolik Paroki Santa Anna,"Gereja Katolik Paroki Santa Anna adalah sebuah gereja paroki yang berlokasi di Jl. Laut Arafuru Blok A7 No. 7, Pondok Bambu, Duren Sawit, Jakarta Timur. Gereja ini berada di bawah pengelolaan Keuskupan Agung Jakarta dan merupakan bagian dari Paroki Duren Sawit.",Tempat Ibadah,Jakarta,0,4.7,,"{'lat': -6.234290539640665, 'lng': 106.90977215808903}",-6.23429054,106.9097722,https://jadwal-misa.info/gereja/54.jpg
107,HKBP Duren Sawit,"HKBP Duren Sawit adalah salah satu gereja yang berada di bawah naungan Huria Kristen Batak Protestan (HKBP) dan termasuk dalam HKBP Distrik VIII DKI Jakarta. Gereja ini melayani jemaat di kawasan Duren Sawit, Jakarta Timur, dan menjadi tempat ibadah serta komunitas bagi umat Kristen Batak di daerah tersebut.",Tempat Ibadah,Jakarta,0,4.6,,"{'lat': -6.222606786092709, 'lng': 106.91375622800604}",-6.222606786,106.9137562,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3Erqq9yrQXsz__QARCvRePkxc1LwOVDU7rw&s
108,Ciplaz Klender,"Ciplaz Klender, sebelumnya dikenal sebagai Central Klender Plaza, adalah pusat perbelanjaan yang terletak di Jl. I Gusti Ngurah Rai No.4, Klender, Duren Sawit, Jakarta Timur. Mall ini pertama kali dibuka pada tahun 1991 dan mengalami renovasi besar setelah peristiwa kerusuhan Mei 1998.",Pusat Perbelanjaan,Jakarta,0,4.4,,"{'lat': -6.2133063506555954, 'lng': 106.90326192627624}",-6.213306351,106.9032619,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqGcePKSsZij2SwCjBvB_QhdPz71sIjFv55WWnFytQZkIopeziYhY7S6T9c9FtHlDdIaxWklfxn6qHuDStXlPlDAjOo6TW9TPSPpvZ7FJZJ4ZJffP0Zokac2MLxfD5boZS3l9MI=w487-h240-k-no
109,Pulau Sepa,"Pulau Sepa adalah salah satu destinasi wisata di Kepulauan Seribu, Jakarta. Pulau ini dikenal sebagai ""The Little Bali"" karena keindahan alamnya yang memukau. Dengan luas sekitar 7 hektar, Pulau Sepa menawarkan pantai berpasir putih yang bersih dan air laut yang jernih, menjadikannya tempat yang ideal untuk snorkeling dan diving.",Bahari,Jakarta,1250000,4.6,90,"{'lat': -5.575423868904693, 'lng': 106.58204154877423}",-5.575423869,106.5820415,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0RuJoxVOtwWdD-bshLCzsPZXcexcX4YkFhg&s
110,Pulau Tongkeng,"Pulau Tongkeng adalah salah satu pulau kecil di Kepulauan Seribu, Jakarta. Pulau ini memiliki luas sekitar 3,36 hektar dan termasuk dalam zona konservasi di Taman Nasional Kepulauan Seribu. Pulau Tongkeng tidak berpenghuni, tetapi terkenal dengan pantai berpasir putih, air laut yang jernih, serta keanekaragaman biota laut.",Bahari,Jakarta,1300000,4.8,150,"{'lat': -5.586830616473332, 'lng': 106.54600024251324}",-5.586830616,106.5460002,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nra7XZ-_id7aHArgl4i_ErrA4QF2PEtt3HgA4_pu1ncBzxAzu3F7TZSjeml-QMJxFI2Cvv-2CDrof6_rn_Fc8V3Q_Mz2Z04pW8Zf9jYiRziycpukw2PPsqSShK_sNdHoArMfXQS=w408-h306-k-no
111,Pulau Harapan,"Pulau Harapan adalah salah satu destinasi wisata di Kepulauan Seribu, Jakarta. Pulau ini memiliki luas sekitar 48 hektar dan dikenal dengan keindahan alamnya yang masih alami serta suasana yang nyaman. Pulau Harapan juga dikelilingi oleh banyak pulau kecil, menjadikannya tempat yang ideal untuk snorkeling, diving, dan island hopping.",Bahari,Jakarta,1500000,4.5,180,"{'lat': -5.65002422198998, 'lng': 106.57981140045271}",-5.650024222,106.5798114,https://lh3.googleusercontent.com/p/AF1QipN7AfR_WDZqzlmvKApJAjMoNtBHlmO6TmzyQcNF=w408-h306-k-no
112,Pulau Onrust,"Pulau Onrust adalah salah satu pulau bersejarah di Kepulauan Seribu, Jakarta. Nama ""Onrust"" berasal dari bahasa Belanda yang berarti ""Tidak Pernah Beristirahat"", mencerminkan aktivitas yang pernah berlangsung di pulau ini selama masa kolonial.",Bahari,Jakarta,1200000,4.5,120,"{'lat': -6.032736241916562, 'lng': 106.73517071096038}",-6.032736242,106.7351707,https://pulauseribu.co.id/wp-content/uploads/pulau-Odrust-jakarta.jpg
113,Museum Arkeologi Onrust,"Museum Arkeologi Onrust adalah museum sejarah terbuka yang terletak di Pulau Onrust, Kepulauan Seribu, Jakarta. Museum ini didirikan untuk menampilkan sejarah Pulau Onrust sejak tahun 1800 Masehi dan dikelola oleh Dinas Kebudayaan Provinsi DKI Jakarta.",Budaya,Jakarta,0,4.5,120,"{'lat': -6.034142563227302, 'lng': 106.73501454232687}",-6.034142563,106.7350145,https://lh3.googleusercontent.com/p/AF1QipMA8L8yp26FNfyKT6h_8aJcG0pLqRNVw2HTSrtK=w408-h544-k-no
114,Kawasan Arboretum Mangrove,"Kawasan Arboretum Mangrove adalah area konservasi yang berlokasi di Pantai Indah Kapuk, Jakarta Utara. Kawasan ini merupakan bagian dari Taman Wisata Alam Angke Kapuk, yang berfungsi sebagai ekowisata sekaligus tempat pelestarian ekosistem mangrove.",Bahari,Jakarta,30000,4.4,,"{'lat': -6.111258860593635, 'lng': 106.73263814927472}",-6.111258861,106.7326381,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj1xMiuWv7Doc1qHuKm0k4Ip3XCkTXO_ZT2421AN-HDB8hj-AMJ6bMDr-WsobpANb9UfGirBzVSXQt-fAOCzKxOc6DfG49GPRhres8seGWJYsnqMdbQdqLrom3ar3ttddhjUVesBLsl47E/s1600/Arboretum+Muara+Angke+%25282%2529.jpg
115,Batavia PIK,"Batavia PIK adalah destinasi wisata baru di Pantai Indah Kapuk (PIK), Jakarta Utara, yang menghadirkan nuansa Jakarta tempo dulu dengan konsep arsitektur klasik ala Batavia. Kawasan ini dirancang sebagai ruang budaya yang menghidupkan kembali sejarah Jakarta melalui desain bangunan, kuliner khas, serta berbagai hiburan bertema Nusantara.",Taman Hiburan,Jakarta,0,4.6,,"{'lat': -6.0931472894116, 'lng': 106.73956422816532}",-6.093147289,106.7395642,https://media.suara.com/pictures/970x544/2023/06/24/89663-batavia-pik-2.jpg
116,Taman Proklmator,"Taman Proklamator, yang terletak di Jakarta Pusat, adalah tempat bersejarah yang menjadi saksi pembacaan Proklamasi Kemerdekaan Indonesia pada 17 Agustus 1945. Dahulu, lokasi ini merupakan rumah kediaman Bung Karno di Jalan Pegangsaan Timur No. 56, tempat teks proklamasi pertama kali dibacakan. Kini, taman ini dilengkapi dengan berbagai monumen penting, seperti Tugu Peringatan Satu Tahun Kemerdekaan, Tugu Petir, dan Monumen Pahlawan Proklamator Soekarno-Hatta. Selain sebagai ruang terbuka hijau, taman ini juga sering digunakan untuk kegiatan edukasi dan kebangsaan.",Taman Hiburan,Jakarta,0,4.7,,"{'lat': -6.202916032828604, 'lng': 106.84683677285587}",-6.202916033,106.8468368,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrfRR956mPakA1b6BYu2tYvE61T9QfaUbLrrWeAXbjeR1a9eF0DTsQM1w6nkZERFtfPCFwNpKCxYuIz6Vuj4Fw9tY-M9fXQrdkyGhYooWIhJEu-LgZJfJ3or-DYiJqpLvt92zXS_w=w408-h272-k-no
117,ROH Projects,"""Roh Project"" adalah sebuah inisiatif yang berfokus pada eksplorasi budaya, sejarah, dan nilai-nilai spiritual yang membentuk identitas masyarakat. Dengan pendekatan yang menggabungkan seni, penelitian, dan interaksi sosial, proyek ini bertujuan untuk menghadirkan wawasan baru tentang makna dan warisan spiritual yang ada di berbagai tradisi. Melalui berbagai kegiatan seperti diskusi, pameran, serta publikasi, Roh Project menjadi jembatan bagi individu untuk memahami dan mengapresiasi kekayaan spiritual dalam kehidupan mereka.",Budaya,Jakarta,0,4.7,,"{'lat': -6.203242434941645, 'lng': 106.84191242519567}",-6.203242435,106.8419124,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSbZHZeWn_ZWDVgv9607bVUOW6mNr5IphyxGQ&s
118,Museum MH. Thamrin,"Museum MH Thamrin, yang terletak di Jakarta Pusat, adalah tempat yang didedikasikan untuk mengenang perjuangan Mohammad Hoesni Thamrin, seorang tokoh nasional yang berperan penting dalam pergerakan kemerdekaan Indonesia. Museum ini awalnya merupakan gedung yang dibeli oleh MH Thamrin pada tahun 1927 dan digunakan sebagai tempat perkumpulan organisasi. Pada 11 Januari 1986, gedung ini resmi dijadikan museum oleh pemerintah Jakarta.",Budaya,Jakarta,5000,4.6,,"{'lat': -6.193941586051404, 'lng': 106.8456567889369}",-6.193941586,106.8456568,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq0XTPXTOKKjLfbVnloIOufOtRyod5ZSOyaTqDt-GuN6f3ECDg2NWjImFLSH6azoWz1qLsBw1SgSPIr2qitBa_pyaOxovYgcWaS90sJWRMuCn6DVb7EMVkfuIXY-C4_EmEtSeq8=w408-h306-k-no
119,Plaza Kenari Mas,"Plaza Kenari Mas adalah pusat perbelanjaan khusus yang berlokasi di Jalan Kramat Raya No. 101, Jakarta Pusat. Mall ini dikenal sebagai tempat yang menyediakan berbagai kebutuhan elektrikal, alat teknik, lampu hias, pompa air, sanitary, serta perlengkapan rumah tangga. Dengan luas sekitar 60.000 m², Plaza Kenari Mas menjadi destinasi utama bagi para pembeli yang mencari produk-produk berkualitas dalam kategori tersebut.",Pusat Perbelanjaan,Jakarta,0,4.6,,"{'lat': -6.191628592449589, 'lng': 106.84825151568066}",-6.191628592,106.8482515,https://plazakenarimas.co.id/assets/images/about-us.jpg
120,Pusat Grosir Cililitan,"Pusat Grosir Cililitan (PGC) adalah salah satu pusat perbelanjaan terbesar di Jakarta Timur, Indonesia. Terletak di Jl. Dewi Sartika, Cililitan, PGC menawarkan berbagai produk grosir mulai dari pakaian, aksesoris, hingga kebutuhan rumah tangga.",Pusat Perbelanjaan,Jakarta,0,4.5,,"{'lat': -6.261945847457725, 'lng': 106.86496634299472}",-6.261945847,106.8649663,https://thalita-rentcar.com/wp-content/uploads/2024/08/Mall-PGC-Cililitan-Pusta-Grosir-Terbesar-di-Jakarta-Timur.jpg
121,RPTRA Cililitan,"RPTRA Cililitan adalah Ruang Publik Terpadu Ramah Anak yang terletak di Jalan Buluh, Kramatjati, Jakarta Timur. Dengan luas sekitar 3.800 m², RPTRA ini menyediakan berbagai fasilitas untuk mendukung aktivitas masyarakat, seperti taman bermain anak, alat kebugaran, ampiteater, lapangan futsal, perpustakaan, PAUD, ruang laktasi, toilet disabilitas, taman gizi, kolam gizi, serta ruang konseling keluarga.",Taman Hiburan,Jakarta,0,4.4,,"{'lat': -6.2663350484187585, 'lng': 106.85677975630112}",-6.266335048,106.8567798,https://upload.wikimedia.org/wikipedia/id/8/81/Hariadhi_rptra_cililitan.jpg
122,Driving Range Antarikshe,"Driving Range Antariksa adalah destinasi latihan golf yang unik, di mana setiap ayunan tidak hanya melatih keterampilan tetapi juga membebaskan pikiran. Terletak di lokasi strategis Jakarta, tempat ini menawarkan lapangan luas, target variatif, dan suasana terbuka hijau yang membuat setiap pukulan terasa lebih nyaman.",Taman Hiburan,Jakarta,100000,4.6,,"{'lat': -6.280413274968502, 'lng': 106.88953497998084}",-6.280413275,106.889535,https://i.ytimg.com/vi/EML0y2rsdbQ/maxresdefault.jpg
123,Cilandak Marinir Driving Range,"Cilandak Marinir Driving Range adalah salah satu tempat latihan golf terbaik di Jakarta Selatan. Berlokasi di Jl. Raya Cilandak KKO No.22, tempat ini menawarkan fasilitas lengkap bagi pemula maupun pegolf profesional. Dengan 60 bay latihan, area chipping, dan putting green, tempat ini memungkinkan pemain untuk mengasah berbagai aspek permainan golf mereka.",Taman Hiburan,Jakarta,150000,4.5,,"{'lat': -6.296611673151318, 'lng': 106.81447518904017}",-6.296611673,106.8144752,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noVaewZ0BUhjsBrfMlS4MHg6kviaxPq1k0eLjdkoPJmKQDgPCE3FRDd6Xfrnx299go6VVkJnzPXT9As3o-M8ZCnMbwrv2Q8IDa0yPZJwgKL66p87BGltuK4HsdDfEH64p3DWSns=w408-h306-k-no
124,Padang Golf Halim,"Padang Golf Halim adalah salah satu lapangan golf terkenal di Jakarta Timur, berlokasi di Jl. Squadron No.4, Halim Perdana Kusumah. Lapangan ini dimiliki oleh TNI Angkatan Udara dan telah beroperasi sejak 1971. Dengan luas 6.048 meter, Padang Golf Halim menawarkan 18 hole dengan tantangan yang menarik bagi para pegolf.",Taman Hiburan,Jakarta,600000,4.3,,"{'lat': -6.2818743020171235, 'lng': 106.89101555940216}",-6.281874302,106.8910156,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqEQs8jj27309egPkn_cutEnZUL-ZUPb6OHfFptt0YNE-c7TTf5X94AZ0TwUsPkTI2F_ObHiNh6891TL2Icnhvoq1py1B-HosqO4B8VzMYlAnuwyyP4aGXeyXG7rw8Dh7IHaKJu=w408-h544-k-no
125,Suvarna Jakarta Golf Club,"Suvarna Jakarta Golf Club adalah lapangan golf 27-hole yang menawarkan pengalaman bermain kelas dunia di Jakarta Timur. Dirancang oleh Robert Moore Jr., lapangan ini memiliki elemen khas seperti bunker riveted, kanal berwalled (burns), dan kompleks green yang luas. Salah satu fitur uniknya adalah Elysian Fields, yang mengintegrasikan tiga hole par-5 dengan fairway yang saling bersilangan, bunker bersama, dan berbagai jalur permainan yang menantang.",Taman Hiburan,Jakarta,650000,4.3,,"{'lat': -6.279700840319392, 'lng': 106.89358572110406}",-6.27970084,106.8935857,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr5d31MQ5GPiKCxq6A6VfBSoMwnlDtpNZRMJoYVLYc5PZKx4Hl9rXqSJcBT0ZXDiLHmtuercQxZVwV1Dg2EtuoqPgOrg1nHLy_2rv2UgaiH7BNOEd8FV1K9yRUq4a4Nh0TzeK9c=w408-h725-k-no
126,Suvarna Practice Range,"Suvarna Practice Range adalah fasilitas latihan golf canggih yang terletak di Suvarna Jakarta Golf Club, Jakarta Timur. Dengan 48 bay latihan, termasuk VIP Room dan 2 VIP Bays, tempat ini menawarkan pengalaman latihan yang nyaman dan eksklusif.",Taman Hiburan,Jakarta,150000,4.9,,"{'lat': -6.286248777926311, 'lng': 106.89549545391819}",-6.286248778,106.8954955,https://lh3.googleusercontent.com/p/AF1QipO3bJLsIACzBstxeIiogH2no2y64bXA_VRlHlM=w426-h240-k-no
127,Museum Pengkhianatan PKI (Komunis),"Museum Pengkhianatan PKI (Komunis) adalah museum bersejarah yang berlokasi di Lubang Buaya, Jakarta Timur. Museum ini didirikan untuk memperingati peristiwa Gerakan 30 September 1965 (G30S/PKI) dan menampilkan berbagai diorama yang menggambarkan peristiwa tersebut.",Budaya,Jakarta,5000,4.8,,"{'lat': -6.290972112838044, 'lng': 106.90731580237126}",-6.290972113,106.9073158,https://img.okezone.com/content/2021/09/29/337/2478846/menengok-museum-pengkhianatan-pki-sarat-sejarah-peristiwa-g30s-25VqhBG3pL.jpg
128,Monumen Pancasila Sakti,"Monumen Pancasila Sakti adalah situs bersejarah yang terletak di Lubang Buaya, Cipayung, Jakarta Timur. Monumen ini dibangun untuk mengenang perjuangan Pahlawan Revolusi yang gugur dalam peristiwa Gerakan 30 September 1965 (G30S/PKI).",Budaya,Jakarta,5000,4.6,,"{'lat': -6.28496273828294, 'lng': 106.90433207123775}",-6.284962738,106.9043321,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nojl9T9kkYHDg-J4IgdJrHpa9lB_ZrwfgWSSzmssuCdiJvFqHpP2-8ft7qsck28IJiVCLx6mrLhdmvsbQyUCZVotP1dLhkdPHZiVH8QM45QVjZouYZ1Na52WyqFYnd2UEmTi_VHEw=w408-h253-k-no
